UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
117,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal ,charcoal/charred material ,5 (I1-6) ,I-7352 ,1440,85,-,Rouse and Morse 1999:46,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
118,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal ,charcoal/charred material ,5 (I2-6) ,I-7355 ,1505,85,-,Rouse and Morse 1999:46,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
119,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal ,charcoal/charred material ,5 (I2-6) ,I-7356 ,1505,85,-,Rouse and Morse 1999:46,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
120,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal ,charcoal/charred material ,6 (P2-3) ,I-7854 ,1670,80,-,Rouse and Morse 1999:46,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
121,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal ,charcoal/charred material ,6 (P2-6) ,I-7838 ,1750,80,-,Rouse and Morse 1999:46,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
122,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal  ,charcoal/charred material ,6 (P3-4) ,I-7837 ,1715,80,� ,Haviser 1997,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
123,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Indian Creek ,charcoal  ,charcoal/charred material ,6 (P3-5) ,I-7855 ,1765,80,� ,Haviser 1997,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
126,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Jolly Beach,organic sediment  ,sediment ,"JB07-1, 115 cm ",AA-82473 ,1470,35,-25.5,Jones et al. 2018a,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
127,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Jolly Beach,organic sediment  ,sediment ,"JB07-1, 235 cm ",AA-82474 ,3290,60,-28,Siegel et al. 2015,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
128,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2217 ,850,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
129,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2219 ,950,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
130,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2220 ,1550,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
131,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2258 ,1450,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
132,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2259 ,1450,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
133,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2278 ,1175,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
134,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-2279 ,1105,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
135,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-JG2-1 ,1100,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
136,Antigua ,Antigua and Barbuda ,Lesser Antilles,northern Lesser Antilles,-61.7896002,17.07479419,Mill Reef,�,unknown ,� ,O-JG2-2 ,1075,105,� ,Davis 1988,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
138,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Boca Urirama,�,unknown,�,GrN-32759,1385,35,�,Kelly and Hofman 2019,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
140,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Canashitu,human bone collagen,human bone/teeth,skeleton number C�1,Ua-1501,2210,95,-11.91,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
144,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Ceru Noka/Santa Cruz,human bone,human bone/teeth,131,GrN-17460,910,170,-7.99,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
145,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Ceru Noka/Santa Cruz,charcoal,charcoal/charred material 1,,GrN-7341,3300,35,�,Versteeg et al. 1990 ,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
146,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Ceru Noka/Santa Cruz,charcoal,charcoal/charred material,8,GrN-7342,990,30,�,Versteeg et al. 1990 ,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
147,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Ceru Noka/Santa Cruz,human bone collagen,human bone/teeth,135,GrN-17459,870,80,-9.19,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
148,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Daimari 1,�,unknown,�,GrN-32760,1430,35,�,Kelly and Hofman 2019,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
157,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Malmok,human tooth,human bone/teeth,Malmok F111,Ua-1513,3560,220,-9.35,Van Klinken 1991,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
159,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Malmok,human bone collagen,human bone/teeth,skeleton 11B,Ua-1342,1520,100,-12.46,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
160,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Malmok,human bone collagen,human bone/teeth,skeleton 21B,Ua-1340,1520,110,-12.47,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
161,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Malmok,human bone collagen,human bone/teeth,skeleton 41,Ua-1514,1420,150,-9.69,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
162,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Malmok,human bone collagen,human bone/teeth,skeleton 59B,Ua-1341,1740,110,-10.47,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
164,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Sabaneta,charcoal,charcoal/charred material,94,GrN-7338,940,25,�,Versteeg et al. 1990 ,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
165,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Sabaneta,charcoal,charcoal/charred material,154,GrN-7339,1040,45,�,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
166,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Sabaneta,charcoal,charcoal/charred material,278,GrN-7340,1000,30,�,Versteeg et al. 1990,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
167,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Seru Colorado 3,�,unknown,,Beta-450529,1930,30,-10,Kelly and Hofman 2019,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
171,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Spaans Lagoen 6,�,unknown,,Beta-446966,1440,30,-8.7,Kelly and Hofman 2019,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
172,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Spaans Lagoen 6,�,unknown,,Beta-450526,3450,30,0.9,Kelly and Hofman 2019,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
173,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F.I.-S part site,I-4025,765,110,�,Heidecker and Siegel 1969,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
174,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F.II-S part site,I-4026,740,105,�,Heidecker and Siegel 1969,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
175,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F1265-stone hearth-str-5,GrA-2778,830,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
176,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F1702A-burial child-overlap,GrN-21664,860,40,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
177,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F1762-Stone hearth-str-10,GrN-21665,1030,40,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
178,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F1874-stone hearth-str-10,GrN-21666,1030,30,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
179,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F222-ash hearth-str-3,GrN-2788,1080,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
180,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F408-posthole-pit-str-4,GrA-2790,340,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
181,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F426-posthole-str�4,GrA-2784,750,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
182,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F484-stone hearth-str-6,GrA-2789,990,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
183,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F608-posthole-str�11,GrA-2785,860,50,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
184,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,F9-pottery kiln-outside settlement,GrN-21656,910,30,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
185,Aruba,Aruba,northern South America,,-69.97420075,12.51693527,Tanki Flip,charcoal,charcoal/charred material,TFH-197-burial-S part site,GrN-16915,825,30,�,Versteeg 1997,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
190,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Chancery Lane,charcoal,charcoal/charred material,48 inches below surface,I-2486,1570,95,�,Bullen and Bullen 1968,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
192,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Goddard,charcoal,charcoal/charred material,Beach deposit below and west of the Goddard House*,Beta-19969,2253,55,�,Hackenberger 1988 ,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
193,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Goddard,human bone,human bone/teeth,�,D-AMS 009909,980,28,-7.3,Hansen 2015,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
194,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Goddard,charcoal,charcoal/charred material,Hearth feature from the east portion of the Goddard House feature*,Beta-20723,1950,150,�,Hackenberger 1988,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
206,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Heywoods,�,unknown,House 1-context 125,Beta-1134099,1040,60,�,Drewett 2000:165,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
207,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Heywoods,�,unknown,House 2-context 480,Beta-1134100,1120,50,�,Drewett 2000:165,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
208,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Heywoods,�,unknown,House 3-context 510,Beta 134101,1230,60,�,Drewett 2000:165,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
214,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Silver Sands,human bone,human bone/teeth,�,I-16215,650,100,�,Drewett 1991:14,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
215,Barbados,Barbados,Lesser Antilles,southern Lesser Antilles,-59.56121775,13.18105383,Silver Sands,human bone,human bone/teeth,�,I-16268,1000,150,�,Drewett 1991:14 insufficient,intcal20,2106+2107,-59.525,13.2143,0,0,DiNapoli et al 2020,Bathsheba
227,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Indian Town Trail (BA1),charcoal,charcoal/charred material,�,Beta-18492,910,220,�,Watters et al. 1992,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
230,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Indian Town Trail (BA1),charcoal,charcoal/charred material,BA01-C [2005],SUERC 18556,820,35,-24.5,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
246,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview,charcoal,charcoal/charred material,Context 189-sample 107,SUERC 34972,1975,35,-25,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
247,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview,charcoal,charcoal/charred material,Context 256-sample 119,SUERC 34970,1900,35,-22.9,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
248,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview,human bone,human bone/teeth,BAA016-Hum-99,SUERC 34162,1540,30,-17.2,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
249,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Erosion,charcoal,charcoal/charred material,BA016-A1 [804],SUERC 18557,1755,35,-26.5,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
250,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Erosion,charcoal,charcoal/charred material,BA016-A2 861�863,SUERC 18558,1785,35,-25.3,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
251,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Erosion,charcoal,charcoal/charred material,BA016-A2 [857],SUERC 18559,1690,35,-25.2,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
252,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Erosion,charcoal,charcoal/charred material,Sample 154-sample 71,SUERC 34971,1565,35,-27.3,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
253,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Inland,charcoal,charcoal/charred material,BA016 TRB-5 posthole,SUERC 18560,2005,35,-25.7,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
254,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Inland,charcoal,charcoal/charred material,TRB-5 [1002] h=78 cm,SUERC 18561,1920,35,-25.8,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
255,Barbuda,Antigua and Barbuda,Lesser Antilles,,-61.7952679,17.63188796,Seaview Inland,charcoal,charcoal/charred material,Ba016-TRB-5 [1003] h=232 cm,SUERC 18562,2025,35,-25,Kendall et al. 2011,intcal20,2120,-62.5815,17.1573,0,0,DiNapoli et al 2020,-
265,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Amboina (B-001),charcoal,charcoal/charred material,10-15 cm b.s.,PITT-0265,710,65,�,Haviser 1991,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
266,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Amboina (B-001),human bone,human bone/teeth,�,GrN-9318,760,25,-10.08,Tacoma 1980,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
267,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Amboina (B-001),charcoal,charcoal/charred material,10-20 cm b.s.,PITT-0264,560,40,�,Haviser 1991,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
285,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Wanapa (B-016),charcoal,charcoal/charred material,10-15 cm b.s.,PITT-0266,505,35,�,Haviser 1991,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
286,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Wanapa (B-016),charcoal,charcoal/charred material,15-20 cm b.s.,PITT-0267,1480,25,�,Haviser 1991,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
287,Bonaire,Bonaire,northern South America,,-68.2876101,12.18649033,Wanapa (B-016),charcoal,charcoal/charred material,15-20 cm b.s.,PITT-0268,885,45,�,Haviser 2001,intcal20,2101,-69.9,12.42,0,0,DiNapoli et al 2020,"San Nicolas Bay, 8Miles SW"
289,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,charcoal,charcoal/charred material,F016,AA-62282,1227,36,-25.97,Fitzpatrick and Giovas 2011,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
290,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,charcoal,charcoal/charred material,Unit 447-layer 6-Depth 110 cmbs,AA-62279,1243,36,-25.13,Fitzpatrick and Giovas 2011,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
291,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,charcoal,charcoal/charred material,Unit 447-Layer 6-Depth 93 cmbs,AA-62281,1339,36,-23.96,Fitzpatrick and Giovas 2011,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
292,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,Tayassu/Pecari mandible,faunal material,trench 415-square 23-stratum L002-planum 5 ,UCIAMS-94044,990,20,-22.2,Giovas et al. 2012,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
293,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,Cavia maxilla,faunal material,trench 446-square 9-stratum L002-planum 4,UCIAMS-94045,1020,20,-13.5,Giovas et al. 2012,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
294,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,human bone (adult-rib fragment),human bone/teeth,563; F1064,Beta-257793,870,40,-12.4,this publication,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
295,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,human bone,human bone/teeth,C177; Grand Bay-Carriacou. F177,UCIAMS-111934,690,15,-10.27448007,Giovas 2013; Casto 2015,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
296,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,human bone,human bone/teeth,C180; Grand Bay-Carriacou. F180,UCIAMS-111935,1565,15,-13.57408165,Giovas 2013; Casto 2015,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
297,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,human bone (child-rt. fibula),human bone/teeth,F006,AA-62283,1062,44,-14.21,Fitzpatrick and Giovas 2011,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
298,Carriacou,Grenada,Lesser Antilles,southern Lesser Antilles,-61.4517981,12.48004349,Grand Bay,human bone,human bone/teeth,GB1230,UCIAMS-120951,1015,15,-15.7,this publication,intcal20,2118,-61.6765,12.1262,0,0,DiNapoli et al 2020,-
